name,photo,location,rate,title,text
Hunny Kaushal,https://userimages.trustpilot.com/5172d747000064000138abca/73x73.png,US,5 stars: Excellent,Dropbox is important in my life,I am using dropbox alot.To share songs pics with my friends i am using dropbox
Milos,NO photo,No Location,4 stars: Great,Fedt,Virke perfekt Smart at man kan have sine dokumenter med over alt :. ANbefaler klart DropBox
Dan Roddis,https://userimages.trustpilot.com/4e6ceed000006400010bf7df/73x73.png,GB,5 stars: Excellent,Great service and great pricing,Dropbox is one of those products that revolutionises how you work the tight integration with operating systems has changed the way me our office and our clients work for the better. Cannot recommend highly enough.
Sharon Collins,https://userimages.trustpilot.com/50219d8200006400011ed67e/73x73.png,No Location,5 stars: Excellent,Fantastic free service,I use dropbox to keep all my files online in a small cloud so I can access them wherever I go. Highly useful.
Maria Garcia,https://userimages.trustpilot.com/501ab5b800006400011e7f60/73x73.png,ES,5 stars: Excellent,Free storage,Great service that gives you tons of free storage for a few referrals.
Laura Hopkins,https://userimages.trustpilot.com/4ff8bd0600006400011cbe7d/73x73.png,US,5 stars: Excellent,Whats important to me wherever I am,I was skeptical when I first started using Dropbox and now I wonder how I managed without it.  I have it on all laptops phones tablets....
Mike Blake,NO photo,No Location,4 stars: Great,Great Idea,Thats what it is. After a disaster with a wrongly deleted file I use it to insure against such losses when working on editorials and book manuscripts.
Citizen Rosebud,https://userimages.trustpilot.com/4fdc115e00006400011b4f27/73x73.png,US,4 stars: Great,Dropbox Rocks,Dropbox was one of the first companies I knew of that offered up cloud storage. I find it a great way to share files with friends and family. Movies pictures music even messages can be stored and shared safely on Dropbox. I recommend it to pretty much everyone I know. And now Im recommending it to you a stranger. Dropbox rocks. I said so.
Martin Cosgrove,https://userimages.trustpilot.com/4fd4b57e00006400011aea47/73x73.png,US,5 stars: Excellent,It just works,Once up and running this is an excellent way to share files between computers. I use it to share between my PC and my iPad. Its not flashy or showy  it just works well and consistently.
Fiona Pang,NO photo,No Location,4 stars: Great,Very good,Dropbox makes my life so much easier So glad my friend recommended this to me
Pedro Schwerz Junior,https://userimages.trustpilot.com/4fca386800006400011a7816/73x73.png,US,5 stars: Excellent,The best,The best ever
Nervat,NO photo,No Location,4 stars: Great,Tiedostot aina mukanasi,Dropbox on yksinkertainen tyyliks ja onnistuneesti toteutettu tallenna pilveen palvelu joka integroituu kyttjrjestelmn kuin olisi tietokoneen oma kansio. Silti Dropboxiin siirretyt tiedostot ovat aina mukanasi netin vlityksell. Suurin miinus on melko pieni tila joka ilmaiseen pakettiin tulee 2 gt. Listilaa saa maksua vastaan.
Annalisa Miller,https://userimages.trustpilot.com/4fc0fa6c00006400011a0d34/73x73.png,FI,3 stars: Average,Good idea,It is really good and useful. I dont like it loading together with my OS however and taking up more system resources than it should.
Elizabeth Grace,https://userimages.trustpilot.com/4fb7a57f000064000119a495/73x73.png,No Location,5 stars: Excellent,Life changing,Does everything and more that you expect.
Jane HIldreth,NO photo,No Location,5 stars: Excellent,best place for sharing large files,Brilliant  couldnt work without it
Carl,NO photo,No Location,5 stars: Excellent,Great service,Great service keep up the good work.
Josef,NO photo,No Location,5 stars: Excellent,excellent,Super online memory
Dean Psaras,NO photo,No Location,5 stars: Excellent,Absolutely fantastic,A great  and free  service. I recommended it to all my online friends and got thankyous from many.
Ib Juncker,NO photo,DK,5 stars: Excellent,Genial til deling af fotos og lig.,Jeg har nu brugt dropboxen til at dele filer mellem 2 computere. Ingen problemer super. Man skal dog lige huske at hvis man ogs bruger dropboxen p mobilen er det en god ide at f filerne ned mens man er p hjemme ntvrket ellers kan det godt vre trgt hvis der er strrere mngder data lagt op.Men bedst af alt er den til at dele fotos og filer. Billeder og filer deles nemt ved at ligge en kopi i dropboxen hvor efter man kan maile et link til at hente billederne til alle man nsker at dele dem med. Der kan gives adgang til enkelt fil eller mappe hvor dem man s har mailet linket til kan se og enda downloade de filer og billeder de gerne vil ha til eget brug.2GB kommer gratis og hvis man s er flittig med at invitere andre til at bruge dropbox kan man komme op p 16GB hvor det stadig er gratis.Det svarrer til ca. 4000 billeder.Fed program ganske enkelt.
Teis Hedemand,https://userimages.trustpilot.com/49b70cb2000064000100e713/73x73.png,No Location,5 stars: Excellent,super program virker upklageligt,det virker bare super p mobil stationr og brbare..
Kristian Bundgaard,https://userimages.trustpilot.com/4d8104a500006400010736ab/73x73.png,DK,5 stars: Excellent,Virker perfekt,Jeg er helt tosset med dette program og bruger det dagligt Jeg bruger det p studiet s alle mine filer altid er i sikkerhed samt at nr der skal laves projektarbejde s er det nemt at dele en mappe med de andre i gruppen.Kan se nogen brokker sig over at det er for dyrt at opgradere Jeg har blot inviteret en masse venner til dropbox og har nu 575 Gb dejlig plads at boltre mig p :
Deborah Cooley,https://userimages.trustpilot.com/4e03345a00006400010972a3/73x73.png,DK,5 stars: Excellent,Godt og gratis,Fantastisk koncept ingen bugs og det koster gratisDet er nsten for godt til at vre sandt men er det ikke.
Thea,NO photo,DK,5 stars: Excellent,Meget brugervenligt,Jeg har brugt Dropbox i et par r og jeg er kmpe fan Det er meget brugervenligt. Jeg vil varmt anbefale det og har aldrig selv oplevet nogen problemer. Det er dog ret dyrt hvis man ikke kan klare sig med gratisversionen.
Ivan Hansen,NO photo,DK,5 stars: Excellent,Gratis og virker altid,Et program alle burde have.Har aldrig vret udsat for at tilgangen ikke har vret mulig.
Bobthebuilder,https://userimages.trustpilot.com/4eddb9a600006400010f97eb/73x73.png,DK,5 stars: Excellent,Gratis  nemt,Som udgangspunkt er dropbox et super godt sted at dele filer med venner og familie og kan du njes med lidt mindre plads kan du jo benytte det gratis men har du derimod brug for meget plads koster det lidt.Jeg benytter den gratis og hver gang jeg fr en ven p s fr jeg 250 MB ekstra gratis plads.Det er nemt at bruge og kan anbefales.
Emmanuel Limal,https://userimages.trustpilot.com/4dd67ee30000640001088f53/73x73.png,DK,4 stars: Great,Det fungerer fint. Dog er frst opgradering lidt dyrt.,Iden er god. Det fungerer uplideligt. Det er nem og godt tnkt. Det eneste kritik er at den frst opgradering over 2 gratis Gb koster 99 dollars. Det er en store spring. Mske kunne de starte med en mellem ting...
MRChristensen,NO photo,No Location,4 stars: Great,Great programme but...,Ive been a Dropbox user for several years though Ive always used their free service. They work for most platforms currently I use it for Linux Windows and Android and its been beautifully integrated with each and every system Ive used it with.My only problem with DropBox is that it doesnt offer as much security as Id like to. DropBox has been in the media several times with security issues and that is what makes me give them 4 stars.Even though Im thinking about getting a subscription with more space. But I will never used DropBox to store anything too personal.Overall a great product.
